TRANSACTION_ID,BENEFICIARY_BANK_BIC,BIC_COUNTRY_CODE
134999,HSBCUS33,US
137050,HSBCUS33,US
138871,HSBCUS33,US
139039,HSBCUS33,US
139111,HSBCUS33,US
142434,HSBCUS33,US
144250,HSBCUS33,US
145516,HSBCUS33,US
145572,HSBCUS33,US
145799,HSBCUS33,US
147294,HSBCUS33,US
149017,HSBCUS33,US
113774,HSBCUS33,US
114916,HSBCUS33,US
115837,HSBCUS33,US
117412,HSBCUS33,US
117875,HSBCUS33,US
119118,HSBCUS33,US
120637,HSBCUS33,US
121193,HSBCUS33,US
121315,HSBCUS33,US
121596,HSBCUS33,US
123437,HSBCUS33,US
124113,HSBCUS33,US
124210,HSBCUS33,US
124254,HSBCUS33,US
124313,HSBCUS33,US
125016,HSBCUS33,US
128193,HSBCUS33,US
56372,HSBCUS33,US
57435,HSBCUS33,US
57490,HSBCUS33,US
57616,HSBCUS33,US
59812,HSBCUS33,US
60116,HSBCUS33,US
60230,HSBCUS33,US
61014,HSBCUS33,US
61893,HSBCUS33,US
62997,HSBCUS33,US
65271,HSBCUS33,US
66954,HSBCUS33,US
67318,HSBCUS33,US
67717,HSBCUS33,US
68757,HSBCUS33,US
70139,HSBCUS33,US
71435,HSBCUS33,US
72713,HSBCUS33,US
74135,HSBCUS33,US
94694,HSBCUS33,US
96090,HSBCUS33,US
96470,HSBCUS33,US
96956,HSBCUS33,US
97079,HSBCUS33,US
97639,HSBCUS33,US
97853,HSBCUS33,US
98537,HSBCUS33,US
99874,HSBCUS33,US
100411,HSBCUS33,US
100874,HSBCUS33,US
102738,HSBCUS33,US
102935,HSBCUS33,US
106378,HSBCUS33,US
106551,HSBCUS33,US
107719,HSBCUS33,US
108297,HSBCUS33,US
110312,HSBCUS33,US
110436,HSBCUS33,US
1933,HSBCUS33,US
3191,HSBCUS33,US
3478,HSBCUS33,US
3711,HSBCUS33,US
3758,HSBCUS33,US
4033,HSBCUS33,US
4714,HSBCUS33,US
5057,HSBCUS33,US
6013,HSBCUS33,US
6336,HSBCUS33,US
7259,HSBCUS33,US
7719,HSBCUS33,US
8151,HSBCUS33,US
8509,HSBCUS33,US
9595,HSBCUS33,US
9759,HSBCUS33,US
9855,HSBCUS33,US
11749,HSBCUS33,US
14473,HSBCUS33,US
18278,HSBCUS33,US
21598,HSBCUS33,US
22999,HSBCUS33,US
23036,HSBCUS33,US
23072,HSBCUS33,US
25536,HSBCUS33,US
26074,HSBCUS33,US
26176,HSBCUS33,US
29337,HSBCUS33,US
29439,HSBCUS33,US
31072,HSBCUS33,US
31692,HSBCUS33,US
33138,HSBCUS33,US
33650,HSBCUS33,US
34153,HSBCUS33,US
34178,HSBCUS33,US
34938,HSBCUS33,US
35154,HSBCUS33,US
35675,HSBCUS33,US
37197,HSBCUS33,US
37378,HSBCUS33,US
37959,HSBCUS33,US
40214,HSBCUS33,US
41730,HSBCUS33,US
42416,HSBCUS33,US
43474,HSBCUS33,US
43657,HSBCUS33,US
44494,HSBCUS33,US
45010,HSBCUS33,US
45338,HSBCUS33,US
46331,HSBCUS33,US
47650,HSBCUS33,US
48273,HSBCUS33,US
48317,HSBCUS33,US
48618,HSBCUS33,US
49917,HSBCUS33,US
49935,HSBCUS33,US
49990,HSBCUS33,US
50819,HSBCUS33,US
51895,HSBCUS33,US
53036,HSBCUS33,US
54073,HSBCUS33,US
54957,HSBCUS33,US
55952,HSBCUS33,US
76218,HSBCUS33,US
78750,HSBCUS33,US
81709,HSBCUS33,US
83694,HSBCUS33,US
85753,HSBCUS33,US
87590,HSBCUS33,US
88252,HSBCUS33,US
88399,HSBCUS33,US
88519,HSBCUS33,US
88915,HSBCUS33,US
90016,HSBCUS33,US
91298,HSBCUS33,US
131959,HSBCUS33,US
134553,HSBCUS33,US
134590,HSBCUS33,US
135312,HSBCUS33,US
137678,HSBCUS33,US
137814,HSBCUS33,US
139355,HSBCUS33,US
139412,HSBCUS33,US
139614,HSBCUS33,US
139678,HSBCUS33,US
140036,HSBCUS33,US
143158,HSBCUS33,US
143235,HSBCUS33,US
145029,HSBCUS33,US
146473,HSBCUS33,US
147171,HSBCUS33,US
148649,HSBCUS33,US
149374,HSBCUS33,US
113350,HSBCUS33,US
114535,HSBCUS33,US
114615,HSBCUS33,US
114634,HSBCUS33,US
115889,HSBCUS33,US
116675,HSBCUS33,US
117309,HSBCUS33,US
117674,HSBCUS33,US
118309,HSBCUS33,US
118892,HSBCUS33,US
119814,HSBCUS33,US
121291,HSBCUS33,US
122389,HSBCUS33,US
122419,HSBCUS33,US
122959,HSBCUS33,US
123194,HSBCUS33,US
125054,HSBCUS33,US
126116,HSBCUS33,US
126234,HSBCUS33,US
127059,HSBCUS33,US
128629,HSBCUS33,US
129899,HSBCUS33,US
130734,HSBCUS33,US
56258,HSBCUS33,US
56917,HSBCUS33,US
58035,HSBCUS33,US
58171,HSBCUS33,US
60179,HSBCUS33,US
61174,HSBCUS33,US
62395,HSBCUS33,US
63775,HSBCUS33,US
64579,HSBCUS33,US
66258,HSBCUS33,US
66679,HSBCUS33,US
67115,HSBCUS33,US
67572,HSBCUS33,US
68750,HSBCUS33,US
68952,HSBCUS33,US
69016,HSBCUS33,US
69416,HSBCUS33,US
70493,HSBCUS33,US
71079,HSBCUS33,US
72037,HSBCUS33,US
72555,HSBCUS33,US
74276,HSBCUS33,US
74612,HSBCUS33,US
97435,HSBCUS33,US
97959,HSBCUS33,US
98038,HSBCUS33,US
98072,HSBCUS33,US
98291,HSBCUS33,US
99975,HSBCUS33,US
102311,HSBCUS33,US
104630,HSBCUS33,US
107556,HSBCUS33,US
107592,HSBCUS33,US
108097,HSBCUS33,US
108117,HSBCUS33,US
108477,HSBCUS33,US
109011,HSBCUS33,US
109677,HSBCUS33,US
490,HSBCUS33,US
4198,HSBCUS33,US
4376,HSBCUS33,US
4709,HSBCUS33,US
6350,HSBCUS33,US
6512,HSBCUS33,US
6574,HSBCUS33,US
6756,HSBCUS33,US
7077,HSBCUS33,US
7410,HSBCUS33,US
7778,HSBCUS33,US
8315,HSBCUS33,US
9952,HSBCUS33,US
12651,HSBCUS33,US
15450,HSBCUS33,US
16429,HSBCUS33,US
16699,HSBCUS33,US
20412,HSBCUS33,US
21032,HSBCUS33,US
21673,HSBCUS33,US
21817,HSBCUS33,US
23595,HSBCUS33,US
25111,HSBCUS33,US
25459,HSBCUS33,US
26052,HSBCUS33,US
38192,HSBCUS33,US
38411,HSBCUS33,US
40017,HSBCUS33,US
41310,HSBCUS33,US
42179,HSBCUS33,US
42276,HSBCUS33,US
43909,HSBCUS33,US
46949,HSBCUS33,US
48209,HSBCUS33,US
49352,HSBCUS33,US
49410,HSBCUS33,US
52353,HSBCUS33,US
52739,HSBCUS33,US
53194,HSBCUS33,US
55395,HSBCUS33,US
55970,HSBCUS33,US
56171,HSBCUS33,US
79898,HSBCUS33,US
80978,HSBCUS33,US
82793,HSBCUS33,US
85292,HSBCUS33,US
85555,HSBCUS33,US
85557,HSBCUS33,US
86933,HSBCUS33,US
87917,HSBCUS33,US
89152,HSBCUS33,US
89837,HSBCUS33,US
93512,HSBCUS33,US
131572,HSBCUS33,US
132639,HSBCUS33,US
135453,HSBCUS33,US
136330,HSBCUS33,US
136509,HSBCUS33,US
136589,HSBCUS33,US
136694,HSBCUS33,US
140652,HSBCUS33,US
141031,HSBCUS33,US
142315,HSBCUS33,US
143374,HSBCUS33,US
146234,HSBCUS33,US
146816,HSBCUS33,US
147111,HSBCUS33,US
148030,HSBCUS33,US
148575,HSBCUS33,US
149750,HSBCUS33,US
112670,HSBCUS33,US
112735,HSBCUS33,US
114372,HSBCUS33,US
114912,HSBCUS33,US
118270,HSBCUS33,US
118559,HSBCUS33,US
121278,HSBCUS33,US
121798,HSBCUS33,US
121959,HSBCUS33,US
124329,HSBCUS33,US
126730,HSBCUS33,US
127134,HSBCUS33,US
127779,HSBCUS33,US
128976,HSBCUS33,US
131156,HSBCUS33,US
56317,HSBCUS33,US
57279,HSBCUS33,US
58556,HSBCUS33,US
61473,HSBCUS33,US
66517,HSBCUS33,US
67355,HSBCUS33,US
68432,HSBCUS33,US
69017,HSBCUS33,US
74850,HSBCUS33,US
94276,HSBCUS33,US
94471,HSBCUS33,US
94611,HSBCUS33,US
95877,HSBCUS33,US
97295,HSBCUS33,US
99918,HSBCUS33,US
100415,HSBCUS33,US
100715,HSBCUS33,US
102816,HSBCUS33,US
105299,HSBCUS33,US
107190,HSBCUS33,US
109071,HSBCUS33,US
110233,HSBCUS33,US
110279,HSBCUS33,US
110519,HSBCUS33,US
112110,HSBCUS33,US
112351,HSBCUS33,US
159,HSBCUS33,US
32952,BOFAUS3N,US
88278,HSBCUS33,US
121390,HSBCUS33,US
62849,HSBCUS33,US
94453,BOFAUS3N,US
1891,BOFAUS3N,US
14157,BOFAUS3N,US
16715,BOFAUS3N,US
18031,BOFAUS3N,US
29031,BOFAUS3N,US
32937,BOFAUS3N,US
33413,BOFAUS3N,US
33518,BOFAUS3N,US
39479,BOFAUS3N,US
39877,BOFAUS3N,US
39953,BOFAUS3N,US
41570,BOFAUS3N,US
41774,BOFAUS3N,US
41889,BOFAUS3N,US
42290,BOFAUS3N,US
44338,BOFAUS3N,US
44855,BOFAUS3N,US
45370,BOFAUS3N,US
50690,BOFAUS3N,US
54813,BOFAUS3N,US
75135,BOFAUS3N,US
78032,BOFAUS3N,US
79438,BOFAUS3N,US
82434,BOFAUS3N,US
83998,BOFAUS3N,US
84952,BOFAUS3N,US
85091,BOFAUS3N,US
86215,BOFAUS3N,US
87052,BOFAUS3N,US
135330,BOFAUS3N,US
136972,BOFAUS3N,US
137337,BOFAUS3N,US
148509,BOFAUS3N,US
120939,BOFAUS3N,US
126930,BOFAUS3N,US
129270,BOFAUS3N,US
130576,BOFAUS3N,US
56869,BOFAUS3N,US
58297,BOFAUS3N,US
60911,BOFAUS3N,US
61076,BOFAUS3N,US
62793,BOFAUS3N,US
63231,BOFAUS3N,US
65836,BOFAUS3N,US
69975,BOFAUS3N,US
70314,BOFAUS3N,US
70852,BOFAUS3N,US
71453,BOFAUS3N,US
72618,BOFAUS3N,US
73952,BOFAUS3N,US
96451,BOFAUS3N,US
98932,BOFAUS3N,US
104153,BOFAUS3N,US
109058,BOFAUS3N,US
110297,BOFAUS3N,US
112339,BOFAUS3N,US
390,BOFAUS3N,US
712,BOFAUS3N,US
3833,BOFAUS3N,US
4149,BOFAUS3N,US
5256,BOFAUS3N,US
5414,BOFAUS3N,US
6610,BOFAUS3N,US
7039,BOFAUS3N,US
8210,BOFAUS3N,US
9971,BOFAUS3N,US
10494,BOFAUS3N,US
10771,BOFAUS3N,US
11551,BOFAUS3N,US
11558,BOFAUS3N,US
13611,BOFAUS3N,US
13915,BOFAUS3N,US
14298,BOFAUS3N,US
14398,BOFAUS3N,US
15859,BOFAUS3N,US
16850,BOFAUS3N,US
17759,BOFAUS3N,US
19677,BOFAUS3N,US
25299,BOFAUS3N,US
26238,BOFAUS3N,US
26391,BOFAUS3N,US
26834,BOFAUS3N,US
29634,BOFAUS3N,US
31277,BOFAUS3N,US
32311,BOFAUS3N,US
34590,BOFAUS3N,US
36453,BOFAUS3N,US
38458,BOFAUS3N,US
43311,BOFAUS3N,US
45011,BOFAUS3N,US
45476,BOFAUS3N,US
45533,BOFAUS3N,US
48470,BOFAUS3N,US
50109,BOFAUS3N,US
52257,BOFAUS3N,US
53090,BOFAUS3N,US
53093,BOFAUS3N,US
53990,BOFAUS3N,US
75471,BOFAUS3N,US
78658,BOFAUS3N,US
80212,BOFAUS3N,US
80433,BOFAUS3N,US
83371,BOFAUS3N,US
86795,BOFAUS3N,US
88114,BOFAUS3N,US
88791,BOFAUS3N,US
89175,BOFAUS3N,US
90559,BOFAUS3N,US
91095,BOFAUS3N,US
91717,BOFAUS3N,US
135157,BOFAUS3N,US
135939,BOFAUS3N,US
138313,BOFAUS3N,US
138514,BOFAUS3N,US
138577,BOFAUS3N,US
141809,BOFAUS3N,US
142415,BOFAUS3N,US
143593,BOFAUS3N,US
144078,BOFAUS3N,US
144534,BOFAUS3N,US
144578,BOFAUS3N,US
148552,BOFAUS3N,US
113717,BOFAUS3N,US
114415,BOFAUS3N,US
115092,BOFAUS3N,US
115251,BOFAUS3N,US
119573,BOFAUS3N,US
120429,BOFAUS3N,US
121069,BOFAUS3N,US
123470,BOFAUS3N,US
123779,BOFAUS3N,US
125234,BOFAUS3N,US
125413,BOFAUS3N,US
127075,BOFAUS3N,US
129878,BOFAUS3N,US
130336,BOFAUS3N,US
56778,BOFAUS3N,US
58817,BOFAUS3N,US
59575,BOFAUS3N,US
60318,BOFAUS3N,US
62098,BOFAUS3N,US
62351,BOFAUS3N,US
65274,BOFAUS3N,US
67216,BOFAUS3N,US
68629,BOFAUS3N,US
69433,BOFAUS3N,US
69490,BOFAUS3N,US
69638,BOFAUS3N,US
94477,BOFAUS3N,US
96449,BOFAUS3N,US
99295,BOFAUS3N,US
99533,BOFAUS3N,US
100059,BOFAUS3N,US
102553,BOFAUS3N,US
103036,BOFAUS3N,US
106296,BOFAUS3N,US
106611,BOFAUS3N,US
109075,BOFAUS3N,US
111717,BOFAUS3N,US
270,BOFAUS3N,US
599,BOFAUS3N,US
7115,BOFAUS3N,US
9638,BOFAUS3N,US
14757,BOFAUS3N,US
14857,BOFAUS3N,US
16692,BOFAUS3N,US
16719,BOFAUS3N,US
17974,BOFAUS3N,US
18293,BOFAUS3N,US
19592,BOFAUS3N,US
26158,BOFAUS3N,US
27671,BOFAUS3N,US
27838,BOFAUS3N,US
28236,BOFAUS3N,US
29873,BOFAUS3N,US
31637,BOFAUS3N,US
32850,BOFAUS3N,US
33056,BOFAUS3N,US
33772,BOFAUS3N,US
34813,BOFAUS3N,US
36337,BOFAUS3N,US
37258,BOFAUS3N,US
39918,BOFAUS3N,US
43676,BOFAUS3N,US
46650,BOFAUS3N,US
47356,BOFAUS3N,US
47972,BOFAUS3N,US
51397,BOFAUS3N,US
52653,BOFAUS3N,US
53572,BOFAUS3N,US
54594,BOFAUS3N,US
75330,BOFAUS3N,US
78951,BOFAUS3N,US
79452,BOFAUS3N,US
79779,BOFAUS3N,US
84729,BOFAUS3N,US
84812,BOFAUS3N,US
86997,BOFAUS3N,US
88336,BOFAUS3N,US
93031,BOFAUS3N,US
133735,BOFAUS3N,US
134311,BOFAUS3N,US
138431,BOFAUS3N,US
139752,BOFAUS3N,US
141558,BOFAUS3N,US
141971,BOFAUS3N,US
143890,BOFAUS3N,US
144611,BOFAUS3N,US
149911,BOFAUS3N,US
112911,BOFAUS3N,US
114119,BOFAUS3N,US
116315,BOFAUS3N,US
116659,BOFAUS3N,US
117616,BOFAUS3N,US
122717,BOFAUS3N,US
123193,BOFAUS3N,US
123534,BOFAUS3N,US
126975,BOFAUS3N,US
127893,BOFAUS3N,US
129274,BOFAUS3N,US
130890,BOFAUS3N,US
56551,BOFAUS3N,US
58276,BOFAUS3N,US
64279,BOFAUS3N,US
64336,BOFAUS3N,US
65319,BOFAUS3N,US
65358,BOFAUS3N,US
66769,BOFAUS3N,US
67770,BOFAUS3N,US
69414,BOFAUS3N,US
69774,BOFAUS3N,US
71295,BOFAUS3N,US
95309,BOFAUS3N,US
97531,BOFAUS3N,US
98613,BOFAUS3N,US
98949,BOFAUS3N,US
98991,BOFAUS3N,US
104751,BOFAUS3N,US
106489,BOFAUS3N,US
109597,BOFAUS3N,US
111375,BOFAUS3N,US
112337,BOFAUS3N,US
29,BOFAUS3N,US
5009,BOFAUS3N,US
8694,BOFAUS3N,US
9891,BOFAUS3N,US
10232,BOFAUS3N,US
17114,BOFAUS3N,US
18831,BOFAUS3N,US
20133,BOFAUS3N,US
23213,BOFAUS3N,US
23772,BOFAUS3N,US
24289,BOFAUS3N,US
25377,BOFAUS3N,US
27398,BOFAUS3N,US
27572,BOFAUS3N,US
36758,BOFAUS3N,US
38538,BOFAUS3N,US
39499,BOFAUS3N,US
42654,BOFAUS3N,US
45598,BOFAUS3N,US
47150,BOFAUS3N,US
48739,BOFAUS3N,US
49891,BOFAUS3N,US
50273,BOFAUS3N,US
51756,BOFAUS3N,US
55855,BOFAUS3N,US
75114,BOFAUS3N,US
76298,BOFAUS3N,US
80829,BOFAUS3N,US
82379,BOFAUS3N,US
85697,BOFAUS3N,US
85918,BOFAUS3N,US
86649,BOFAUS3N,US
87059,BOFAUS3N,US
92491,BOFAUS3N,US
93033,BOFAUS3N,US
132617,BOFAUS3N,US
132717,BOFAUS3N,US
133693,BOFAUS3N,US
137113,BOFAUS3N,US
147717,BOFAUS3N,US
112994,BOFAUS3N,US
113417,BOFAUS3N,US
117131,BOFAUS3N,US
118433,BOFAUS3N,US
118789,BOFAUS3N,US
119598,BOFAUS3N,US
121373,BOFAUS3N,US
123131,BOFAUS3N,US
124190,BOFAUS3N,US
127254,BOFAUS3N,US
128051,BOFAUS3N,US
128309,BOFAUS3N,US
128696,BOFAUS3N,US
130419,BOFAUS3N,US
56995,BOFAUS3N,US
60511,BOFAUS3N,US
67150,BOFAUS3N,US
70555,BOFAUS3N,US
73015,BOFAUS3N,US
73112,BOFAUS3N,US
74092,BOFAUS3N,US
74139,BOFAUS3N,US
74369,BOFAUS3N,US
74455,BOFAUS3N,US
94689,BOFAUS3N,US
100813,BOFAUS3N,US
101871,BOFAUS3N,US
103219,BOFAUS3N,US
104276,BOFAUS3N,US
104469,BOFAUS3N,US
104675,BOFAUS3N,US
104777,BOFAUS3N,US
106037,BOFAUS3N,US
106257,BOFAUS3N,US
107271,BOFAUS3N,US
108115,BOFAUS3N,US
109351,BOFAUS3N,US
2393,BOFAUS3N,US
2911,BOFAUS3N,US
3073,BOFAUS3N,US
4018,BOFAUS3N,US
7197,BOFAUS3N,US
8378,BOFAUS3N,US
10575,BOFAUS3N,US
15432,BOFAUS3N,US
16353,BOFAUS3N,US
17091,BOFAUS3N,US
17330,BOFAUS3N,US
17392,BOFAUS3N,US
17958,BOFAUS3N,US
21255,BOFAUS3N,US
28610,BOFAUS3N,US
29999,BOFAUS3N,US
30851,BOFAUS3N,US
31354,BOFAUS3N,US
35959,BOFAUS3N,US
36511,BOFAUS3N,US
42430,BOFAUS3N,US
44799,BOFAUS3N,US
46112,BOFAUS3N,US
46254,BOFAUS3N,US
47812,BOFAUS3N,US
48474,BOFAUS3N,US
51149,BOFAUS3N,US
54199,BOFAUS3N,US
55270,BOFAUS3N,US
56098,BOFAUS3N,US
75571,BOFAUS3N,US
75595,BOFAUS3N,US
76671,BOFAUS3N,US
77314,BOFAUS3N,US
77394,BOFAUS3N,US
78852,BOFAUS3N,US
78912,BOFAUS3N,US
79858,BOFAUS3N,US
81534,BOFAUS3N,US
82099,BOFAUS3N,US
86329,BOFAUS3N,US
86598,BOFAUS3N,US
88109,BOFAUS3N,US
88110,BOFAUS3N,US
89113,BOFAUS3N,US
91273,BOFAUS3N,US
93439,BOFAUS3N,US
131359,BOFAUS3N,US
133517,BOFAUS3N,US
136474,BOFAUS3N,US
139054,BOFAUS3N,US
139738,BOFAUS3N,US
141136,BOFAUS3N,US
143132,BOFAUS3N,US
144035,BOFAUS3N,US
146257,BOFAUS3N,US
146938,BOFAUS3N,US
147770,BOFAUS3N,US
113210,BOFAUS3N,US
114895,BOFAUS3N,US
121137,BOFAUS3N,US
122915,BOFAUS3N,US
125309,BOFAUS3N,US
127170,BOFAUS3N,US
128197,BOFAUS3N,US
129553,BOFAUS3N,US
130590,BOFAUS3N,US
56714,BOFAUS3N,US
60017,BOFAUS3N,US
60110,BOFAUS3N,US
62932,BOFAUS3N,US
64418,BOFAUS3N,US
64491,BOFAUS3N,US
68771,BOFAUS3N,US
69297,BOFAUS3N,US
74935,BOFAUS3N,US
94193,BOFAUS3N,US
98478,BOFAUS3N,US
105711,BOFAUS3N,US
105910,BOFAUS3N,US
106931,BOFAUS3N,US
111839,BOFAUS3N,US
477,BOFAUS3N,US
2293,BOFAUS3N,US
2754,BOFAUS3N,US
4439,BOFAUS3N,US
6639,BOFAUS3N,US
7313,BOFAUS3N,US
10973,BOFAUS3N,US
14429,BOFAUS3N,US
18493,BOFAUS3N,US
20913,BOFAUS3N,US
35012,BOFAUS3N,US
35774,BOFAUS3N,US
38629,BOFAUS3N,US
39597,BOFAUS3N,US
41112,BOFAUS3N,US
41515,BOFAUS3N,US
41655,BOFAUS3N,US
42978,BOFAUS3N,US
43093,BOFAUS3N,US
45209,BOFAUS3N,US
46736,BOFAUS3N,US
47897,BOFAUS3N,US
48296,BOFAUS3N,US
50377,BOFAUS3N,US
52269,BOFAUS3N,US
52933,BOFAUS3N,US
53853,BOFAUS3N,US
55016,BOFAUS3N,US
55031,BOFAUS3N,US
76412,BOFAUS3N,US
76749,BOFAUS3N,US
78471,BOFAUS3N,US
79930,BOFAUS3N,US
80676,BOFAUS3N,US
80918,BOFAUS3N,US
83449,BOFAUS3N,US
87132,BOFAUS3N,US
87439,BOFAUS3N,US
88314,BOFAUS3N,US
89255,BOFAUS3N,US
133897,BOFAUS3N,US
135370,BOFAUS3N,US
135612,BOFAUS3N,US
143233,BOFAUS3N,US
144699,BOFAUS3N,US
146232,BOFAUS3N,US
146592,BOFAUS3N,US
148209,BOFAUS3N,US
148895,BOFAUS3N,US
114598,BOFAUS3N,US
115349,BOFAUS3N,US
116479,BOFAUS3N,US
116733,BOFAUS3N,US
119334,BOFAUS3N,US
119354,BOFAUS3N,US
124756,BOFAUS3N,US
125669,BOFAUS3N,US
125996,BOFAUS3N,US
128092,BOFAUS3N,US
131219,BOFAUS3N,US
58212,BOFAUS3N,US
59118,BOFAUS3N,US
60759,BOFAUS3N,US
61752,BOFAUS3N,US
63671,BOFAUS3N,US
64091,BOFAUS3N,US
67974,BOFAUS3N,US
71153,BOFAUS3N,US
95410,BOFAUS3N,US
95851,BOFAUS3N,US
96255,BOFAUS3N,US
97409,BOFAUS3N,US
99915,BOFAUS3N,US
102134,BOFAUS3N,US
102535,BOFAUS3N,US
102953,BOFAUS3N,US
103333,BOFAUS3N,US
104015,BOFAUS3N,US
104414,BOFAUS3N,US
105411,BOFAUS3N,US
105672,BOFAUS3N,US
106312,BOFAUS3N,US
107613,BOFAUS3N,US
107813,BOFAUS3N,US
109309,BOFAUS3N,US
109991,BOFAUS3N,US
111837,BOFAUS3N,US
112231,BOFAUS3N,US
2999,BOFAUS3N,US
4337,BOFAUS3N,US
9455,BOFAUS3N,US
9838,BOFAUS3N,US
10679,BOFAUS3N,US
15097,BOFAUS3N,US
16035,BOFAUS3N,US
16539,BOFAUS3N,US
22350,BOFAUS3N,US
23849,BOFAUS3N,US
28872,BOFAUS3N,US
31635,BOFAUS3N,US
32237,BOFAUS3N,US
32333,BOFAUS3N,US
34790,BOFAUS3N,US
34859,BOFAUS3N,US
37214,BOFAUS3N,US
40652,BOFAUS3N,US
41596,BOFAUS3N,US
43712,BOFAUS3N,US
45818,BOFAUS3N,US
49392,BOFAUS3N,US
54454,BOFAUS3N,US
54649,BOFAUS3N,US
54898,BOFAUS3N,US
75050,BOFAUS3N,US
75596,BOFAUS3N,US
77313,BOFAUS3N,US
77350,BOFAUS3N,US
85675,BOFAUS3N,US
86753,BOFAUS3N,US
91509,BOFAUS3N,US
92098,BOFAUS3N,US
132837,BOFAUS3N,US
134654,BOFAUS3N,US
135199,BOFAUS3N,US
135376,BOFAUS3N,US
137592,BOFAUS3N,US
138057,BOFAUS3N,US
138650,BOFAUS3N,US
139252,BOFAUS3N,US
143293,BOFAUS3N,US
143392,BOFAUS3N,US
145533,BOFAUS3N,US
149138,BOFAUS3N,US
113437,BOFAUS3N,US
114396,BOFAUS3N,US
118731,BOFAUS3N,US
119991,BOFAUS3N,US
124058,BOFAUS3N,US
127812,BOFAUS3N,US
59313,BOFAUS3N,US
61273,BOFAUS3N,US
66089,BOFAUS3N,US
70217,BOFAUS3N,US
70589,BOFAUS3N,US
71536,BOFAUS3N,US
71994,BOFAUS3N,US
95530,BOFAUS3N,US
95836,BOFAUS3N,US
95855,BOFAUS3N,US
101499,BOFAUS3N,US
101776,BOFAUS3N,US
103229,BOFAUS3N,US
103611,BOFAUS3N,US
103717,BOFAUS3N,US
104029,BOFAUS3N,US
104716,BOFAUS3N,US
106975,BOFAUS3N,US
107490,BOFAUS3N,US
110258,BOFAUS3N,US
5994,HSBCUS33,US
15872,HSBCUS33,US
20591,HSBCUS33,US
23570,HSBCUS33,US
29919,HSBCUS33,US
33110,HSBCUS33,US
33391,HSBCUS33,US
44072,HSBCUS33,US
47531,HSBCUS33,US
49298,HSBCUS33,US
51459,HSBCUS33,US
75269,HSBCUS33,US
81899,HSBCUS33,US
83258,HSBCUS33,US
84037,HSBCUS33,US
85971,HSBCUS33,US
86150,HSBCUS33,US
86412,HSBCUS33,US
91670,HSBCUS33,US
133209,HSBCUS33,US
137874,HSBCUS33,US
143771,HSBCUS33,US
146869,HSBCUS33,US
146894,HSBCUS33,US
116233,HSBCUS33,US
117596,HSBCUS33,US
123490,HSBCUS33,US
126375,HSBCUS33,US
126635,HSBCUS33,US
61437,HSBCUS33,US
101653,HSBCUS33,US
105598,HSBCUS33,US
175,HSBCUS33,US
2074,HSBCUS33,US
4152,HSBCUS33,US
10019,HSBCUS33,US
12714,HSBCUS33,US
14409,HSBCUS33,US
14493,HSBCUS33,US
18496,HSBCUS33,US
25730,HSBCUS33,US
26859,HSBCUS33,US
30277,HSBCUS33,US
33259,HSBCUS33,US
35139,HSBCUS33,US
35976,HSBCUS33,US
36379,HSBCUS33,US
36897,HSBCUS33,US
40456,HSBCUS33,US
44056,HSBCUS33,US
45296,HSBCUS33,US
46013,HSBCUS33,US
49314,HSBCUS33,US
50213,HSBCUS33,US
52451,HSBCUS33,US
54655,HSBCUS33,US
82589,HSBCUS33,US
83273,HSBCUS33,US
87150,HSBCUS33,US
89319,HSBCUS33,US
132935,HSBCUS33,US
136709,HSBCUS33,US
141032,HSBCUS33,US
142710,HSBCUS33,US
146616,HSBCUS33,US
113494,HSBCUS33,US
116371,HSBCUS33,US
117097,HSBCUS33,US
118034,HSBCUS33,US
119990,HSBCUS33,US
122276,HSBCUS33,US
126250,HSBCUS33,US
127099,HSBCUS33,US
130399,HSBCUS33,US
56610,HSBCUS33,US
57630,HSBCUS33,US
65155,HSBCUS33,US
66136,HSBCUS33,US
66171,HSBCUS33,US
66731,HSBCUS33,US
70330,HSBCUS33,US
93817,HSBCUS33,US
96037,HSBCUS33,US
96978,HSBCUS33,US
101615,HSBCUS33,US
102873,HSBCUS33,US
103116,HSBCUS33,US
107969,HSBCUS33,US
110069,HSBCUS33,US
110589,HSBCUS33,US
7098,HSBCUS33,US
10191,HSBCUS33,US
10719,HSBCUS33,US
11834,HSBCUS33,US
12793,HSBCUS33,US
17409,HSBCUS33,US
22015,HSBCUS33,US
22533,HSBCUS33,US
25714,HSBCUS33,US
26551,HSBCUS33,US
26873,HSBCUS33,US
27052,HSBCUS33,US
27317,HSBCUS33,US
28598,HSBCUS33,US
30959,HSBCUS33,US
31653,HSBCUS33,US
34970,HSBCUS33,US
36499,HSBCUS33,US
39552,HSBCUS33,US
40978,HSBCUS33,US
43654,HSBCUS33,US
44434,HSBCUS33,US
47829,HSBCUS33,US
48090,HSBCUS33,US
48210,HSBCUS33,US
48932,HSBCUS33,US
49938,HSBCUS33,US
53279,HSBCUS33,US
54552,HSBCUS33,US
76059,HSBCUS33,US
83778,HSBCUS33,US
12872,CHASUS33,US
14110,CHASUS33,US
16309,CHASUS33,US
17357,CHASUS33,US
17791,CHASUS33,US
20019,CHASUS33,US
20451,CHASUS33,US
20659,CHASUS33,US
22099,CHASUS33,US
22550,CHASUS33,US
22839,CHASUS33,US
22979,CHASUS33,US
23097,CHASUS33,US
