COMPANY_ID,COMPANY_UUID,LEGAL_NAME,TRADING_NAME,REGISTRATION_NUMBER,LEI_CODE,TAX_ID,INCORPORATION_DATE,INCORPORATION_COUNTRY_ID,HEADQUARTERS_COUNTRY_ID,INDUSTRY_ID,COMPANY_TYPE,EMPLOYEE_COUNT,ANNUAL_REVENUE_USD,PUBLIC_LISTED,STOCK_EXCHANGE,TICKER_SYMBOL,KYC_STATUS,KYC_VERIFIED_DATE,KYC_EXPIRY_DATE,KYC_RISK_RATING,PEP_ASSOCIATED,SANCTIONS_HIT,ADVERSE_MEDIA_FLAG,RELATIONSHIP_START_DATE,RELATIONSHIP_MANAGER_ID,CLIENT_SEGMENT,IS_ACTIVE,CREATED_AT,UPDATED_AT
2842,afc8edad-a629-4179-a029-fbf4141af24b,GoodGuide CORPORATION,mHealthCoach,REG-GBR-002842,,TAX-869627,1991-08-27,2,2,2,CORPORATION,8314,835496.2,False,,,PENDING,2011-03-13,2012-03-13,MEDIUM,False,False,False,2009-05-10,,SME,True,2009-05-10 19:41:21,2026-06-24 16:17:29
2843,9a7718d4-8f0d-41b4-b090-7337246a4432,Politify LLC,Orlin Research,REG-JPN-002843,,TAX-335287,2000-01-15,5,5,9,TRUST,6557,1425814.9,False,,,PENDING,2022-02-21,2023-02-21,MEDIUM,False,False,False,2004-04-12,,SME,True,2004-04-12 14:31:19,2026-06-24 16:17:29
2844,fe19db00-916b-4798-b66f-5f36428ea73b,Peterson's CORPORATION,EMC,REG-HKG-002844,,TAX-308684,2009-06-18,7,7,16,CORPORATION,9307,6504729.9,False,,,PENDING,2020-09-10,2021-09-10,LOW,False,False,False,2018-10-21,,SME,True,2018-10-21 16:32:15,2026-06-24 16:17:29
2845,7c686f31-5529-43ca-af12-6beb7599a46c,"College Abacus, an ECMC initiative PARTNERSHIP",SmartAsset,REG-GBR-002845,,TAX-706382,2022-12-16,2,2,12,PARTNERSHIP,7805,1445990.88,False,,,EXPIRED,2026-01-28,2027-01-28,LOW,False,False,False,2023-08-26,,CORPORATE,True,2023-08-26 22:05:59,2026-06-24 16:17:29
2846,5feac765-401f-4e71-b3ea-18ecd7939e4a,Business Monitor International CORPORATION,"Fuzion Apps, Inc.",REG-MYS-002846,,TAX-110040,2013-04-18,23,23,7,CORPORATION,4482,438213.68,False,,,EXPIRED,2024-02-12,2025-02-12,LOW,False,False,False,2023-11-22,,CORPORATE,True,2023-11-22 02:08:19,2026-06-24 16:17:29
2847,1f9c7687-ba24-4502-9235-dc5f91dddccf,Persint LLC,BizVizz,REG-SGP-002847,,TAX-047311,2023-02-22,6,6,16,LLC,394,5597480.02,False,,,EXPIRED,2025-07-23,2026-07-23,LOW,False,False,False,2025-01-21,,CORPORATE,True,2025-01-21 08:17:26,2026-06-24 16:17:29
2855,5d160e5b-e176-4c4f-a288-131eec75cdb4,IMS Health PARTNERSHIP,AreaVibes Inc.,REG-HKG-002855,,TAX-276238,2010-11-02,7,7,1,CORPORATION,337,4753114.24,False,,,VERIFIED,2025-10-11,2026-10-11,LOW,False,False,False,2017-07-23,,CORPORATE,True,2017-07-23 21:48:55,2026-06-24 16:17:29
2857,6baa5935-ce2f-4232-be47-cb562ccbfb8f,TrialX CORPORATION,Investormill,REG-AUS-002857,,TAX-193286,2000-05-21,19,19,10,LLC,419,11223983.42,False,,,VERIFIED,2026-04-15,2027-04-15,LOW,False,False,False,2024-01-17,,CORPORATE,True,2024-01-17 04:37:18,2026-06-24 16:17:29
2858,020c2886-3453-454c-8b37-d6604825e84a,STILLWATER SUPERCOMPUTING INC CORPORATION,Sophic Systems Alliance,REG-SGP-002858,,TAX-149433,2021-04-18,6,6,6,PARTNERSHIP,2672,761200.31,False,,,VERIFIED,2026-04-19,2027-04-19,LOW,False,False,False,2025-12-25,,CORPORATE,True,2025-12-25 02:05:52,2026-06-24 16:17:29
2860,65362558-ecbb-4390-affd-a711033b10a1,Geoscape CORPORATION,US Green Data,REG-MYS-002860,,TAX-665528,2003-03-07,23,23,2,PARTNERSHIP,5747,29081.47,False,,,REJECTED,2008-11-19,2009-11-19,HIGH,False,False,False,2008-02-06,,INSTITUTIONAL,True,2008-02-06 21:20:59,2026-06-24 16:17:29
2861,b1d2deda-e3ca-4422-9289-7d43ed183f7c,Compendia Bioscience Life Technologies LLC,Merrill Corp.,REG-IRN-002861,,TAX-349328,2020-03-14,14,14,6,LLC,10002,9632652.8,False,,,REJECTED,2026-03-17,2027-03-17,LOW,False,False,False,2026-02-25,,INSTITUTIONAL,True,2026-02-25 19:00:08,2026-06-24 16:17:29
2862,abd6f662-0eaf-49d8-88e1-8351aa5a78a7,Eat Shop Sleep TRUST,Exversion,REG-USA-002862,,TAX-811882,2014-09-06,1,1,1,SOLE_PROP,6947,6682288.73,False,,,PENDING,2025-02-18,2026-02-18,LOW,False,False,True,2023-02-03,,SME,True,2023-02-03 20:48:18,2026-06-24 16:17:29
2863,a7ea0111-58d3-4e70-867c-94fb077151e6,AccuWeather SOLE_PROP,ConnectEDU,REG-CHE-002863,,TAX-617889,2003-06-17,8,8,7,LLC,6013,5070582.6,False,,,PENDING,2019-06-21,2020-06-21,MEDIUM,False,True,False,2009-05-05,,SME,True,2009-05-05 23:30:37,2026-06-24 16:17:29
2864,9b7401c6-fe68-46a1-8daf-ca0ae73c6b6e,CGI CORPORATION,TransUnion,REG-LUX-002864,,TAX-181898,2014-01-27,22,22,4,PARTNERSHIP,1178,88533.16,False,,,PENDING,2025-04-27,2026-04-27,MEDIUM,False,False,False,2022-11-03,,SME,True,2022-11-03 14:32:19,2026-06-24 16:17:29
2865,c6bcc441-b1ec-496c-bb8b-365c5a23b24b,Eat Shop Sleep PARTNERSHIP,TrialX,REG-AUS-002865,,TAX-135536,2019-08-22,19,19,2,SOLE_PROP,5427,55794.22,False,,,EXPIRED,2025-08-11,2026-08-11,LOW,False,False,False,2024-11-13,,CORPORATE,True,2024-11-13 03:21:16,2026-06-24 16:17:29
2866,1c7dc873-63f0-4765-95a6-67de136f7857,"Govzilla, Inc. PARTNERSHIP",Careset.com,REG-IRN-002866,,TAX-985679,2004-07-08,14,14,11,CORPORATION,1602,770989.94,False,,,EXPIRED,2007-08-14,2008-08-14,MEDIUM,False,False,False,2006-10-02,,CORPORATE,True,2006-10-02 05:31:18,2026-06-24 16:17:29
2867,a0cc1da4-c86d-4f84-84d8-ca089c9886eb,InfoCommerce Group LLC,Sophic Systems Alliance,REG-DEU-002867,,TAX-747312,2022-01-22,3,3,14,LLC,6189,10877908.78,False,,,EXPIRED,2024-04-18,2025-04-18,LOW,False,False,False,2022-09-01,,CORPORATE,True,2022-09-01 19:49:47,2026-06-24 16:17:29
2869,f1dcf848-e150-4610-a60f-ad65bef927ec,J.P. Morgan Chase SOLE_PROP,AtSite,REG-NLD-002869,,TAX-537599,2023-07-20,21,21,4,LLC,8360,250983.07,False,,,VERIFIED,2025-08-17,2026-08-17,LOW,False,False,False,2025-02-05,,CORPORATE,True,2025-02-05 03:39:16,2026-06-24 16:17:29
2871,45f1e355-cf6f-4c39-8249-18060fb15e5f,Glassy Media CORPORATION,Microsoft Windows Azure Marketplace,REG-AUS-002871,,TAX-504201,2010-08-22,19,19,16,TRUST,1693,383035.58,False,,,VERIFIED,2026-05-24,2027-05-24,LOW,False,False,False,2026-05-12,,INSTITUTIONAL,True,2026-05-12 14:32:53,2026-06-24 16:17:29
2873,c013b31f-8570-442a-8229-00e67f50294a,"Junar, Inc. SOLE_PROP",Sterling Infosystems,REG-CHN-002873,,TAX-737313,1992-03-30,16,16,15,CORPORATION,5000,771631.2,False,,,VERIFIED,2026-06-04,2027-06-04,HIGH,False,False,False,2023-08-18,,SME,True,2023-08-18 21:56:45,2026-06-24 16:17:29
2880,9dbcc4f2-ef36-4d1e-8498-9e391640bdff,Social Health Insights CORPORATION,Charles Schwab Corp.,REG-JPN-002880,,TAX-133148,2007-02-20,5,5,4,CORPORATION,5191,631806.44,False,,,REJECTED,2016-04-01,2017-04-01,MEDIUM,False,False,False,2013-03-24,,INSTITUTIONAL,True,2013-03-24 22:37:38,2026-06-24 16:17:29
2881,e183eba3-8131-40c2-b083-9612ebbbbdda,eScholar LLC. CORPORATION,NerdWallet,REG-JPN-002881,,TAX-694563,1996-03-23,5,5,8,PARTNERSHIP,61,4078454.16,False,,,REJECTED,2017-08-06,2018-08-06,MEDIUM,False,False,False,2004-08-08,,INSTITUTIONAL,True,2004-08-08 15:56:39,2026-06-24 16:17:29
2882,f50f5b5e-7d04-4161-8dba-c05c81cadc92,The DocGraph Journal TRUST,Golden Helix,REG-GBR-002882,,TAX-462602,2020-09-03,2,2,6,PARTNERSHIP,3113,3928.43,False,,,PENDING,2025-06-26,2026-06-26,LOW,False,False,False,2023-05-12,,SME,True,2023-05-12 20:00:40,2026-06-24 16:17:29
2883,98e1312d-788d-401c-a87e-2a8059844c8f,Certara PARTNERSHIP,Clean Power Finance,REG-JPN-002883,,TAX-236279,2003-01-19,5,5,11,CORPORATION,9396,189900.07,False,,,PENDING,2017-10-16,2018-10-16,LOW,False,False,False,2011-04-16,,SME,True,2011-04-16 21:26:39,2026-06-24 16:17:29
2884,feaeb4ac-f9cc-4753-a0ba-7da2000d78c6,Connotate CORPORATION,USAA Group,REG-USA-002884,,TAX-507242,2011-09-23,1,1,5,CORPORATION,7374,22242703.36,False,,,PENDING,2026-04-30,2027-04-30,LOW,False,False,True,2024-05-03,,SME,True,2024-05-03 17:33:34,2026-06-24 16:17:29
2885,7a96c438-492c-4b08-b319-4d2783c5758e,Credit Karma CORPORATION,Geolytics,REG-LUX-002885,,TAX-036579,2008-07-18,22,22,8,LLC,9741,3751984.89,False,,,EXPIRED,2020-05-14,2021-05-14,LOW,True,False,False,2015-08-19,,CORPORATE,True,2015-08-19 14:57:34,2026-06-24 16:17:29
2886,4668de71-c080-4373-aca9-f97accb0f893,Mercaris CORPORATION,"Morningstar, Inc.",REG-CHN-002886,,TAX-903605,2019-03-23,16,16,11,LLC,4120,104074.36,False,,,EXPIRED,2024-08-27,2025-08-27,LOW,False,False,False,2022-08-26,,CORPORATE,True,2022-08-26 04:05:59,2026-06-24 16:17:29
2887,ba7b3fd1-9716-4b54-8c83-ee09d8b84048,Equifax LLC,Knowledge Agency,REG-FRA-002887,,TAX-182555,2008-07-11,4,4,10,CORPORATION,7175,1087572.28,False,,,EXPIRED,2017-10-06,2018-10-06,LOW,False,False,False,2017-08-31,,CORPORATE,True,2017-08-31 05:18:01,2026-06-24 16:17:29
2894,df85f9d1-e3c3-4c65-a324-e0d5775b810b,DataLogix CORPORATION,Revaluate,REG-CAN-002894,,TAX-154677,2014-05-05,20,20,11,TRUST,3815,1493893.08,False,,,VERIFIED,2025-12-26,2026-12-26,MEDIUM,False,False,False,2022-01-30,,SME,True,2022-01-30 17:03:28,2026-06-24 16:17:29
2897,1a35bb35-4cc8-4726-8283-dfdc871c74da,GitHub CORPORATION,VitalChek,REG-JPN-002897,,TAX-446769,1999-07-31,5,5,10,LLC,6821,463441.94,False,,,VERIFIED,2026-01-22,2027-01-22,LOW,False,False,False,2004-03-25,,CORPORATE,True,2004-03-25 19:20:44,2026-06-24 16:17:29
2898,3153a8c2-e72e-4067-b88f-395f7447b9d1,REI Systems CORPORATION,GetRaised,REG-SGP-002898,,TAX-690502,2023-12-23,6,6,10,LLC,6150,212650.58,False,,,VERIFIED,2026-04-02,2027-04-02,LOW,False,False,False,2026-02-19,,CORPORATE,True,2026-02-19 18:26:09,2026-06-24 16:17:29
2900,bf2ee9e6-44f9-4f5f-a14e-995d31232f29,Civic Insight LLC,CareSet Systems,REG-GBR-002900,,TAX-379199,2001-01-21,2,2,5,PARTNERSHIP,6314,788571.45,False,,,REJECTED,2013-02-17,2014-02-17,LOW,False,False,False,2008-11-13,,INSTITUTIONAL,True,2008-11-13 06:37:03,2026-06-24 16:17:29
2901,d3119707-3134-489c-8adf-f074a6e63768,"StreetCred Software, Inc LLC",Plus-U,REG-VGB-002901,,TAX-321526,2001-02-19,10,10,11,LLC,2867,405266.4,False,,,REJECTED,2026-02-04,2027-02-04,LOW,True,False,False,2023-06-02,,INSTITUTIONAL,True,2023-06-02 07:52:16,2026-06-24 16:17:29
2902,6e7c4c5e-dc4c-40f9-9e2b-5d52f2663dfe,Castle Biosciences LLC,Xatori,REG-USA-002902,,TAX-858419,2013-09-13,1,1,13,PARTNERSHIP,5167,1237523.63,False,,,PENDING,2021-01-20,2022-01-20,LOW,False,False,False,2015-09-01,,SME,True,2015-09-01 20:25:07,2026-06-24 16:17:29
2903,5c8bdda3-51a7-4535-b9ff-52206908e4ec,FarmLogs LLC,Knoema,REG-SGP-002903,,TAX-063615,1997-11-01,6,6,15,CORPORATION,8820,145208270.24,False,,,PENDING,2024-02-12,2025-02-12,LOW,False,False,False,2014-08-03,,SME,True,2014-08-03 03:24:27,2026-06-24 16:17:29
2904,a1499072-fe3c-4dbf-82c1-7e16df568003,Evidera LLC,PricewaterhouseCoopers (PWC),REG-CAN-002904,,TAX-924522,1995-01-26,20,20,9,LLC,6442,1311786.33,False,,,PENDING,2026-01-29,2027-01-29,LOW,False,False,False,2024-08-10,,SME,True,2024-08-10 01:38:10,2026-06-24 16:17:29
2905,4344ec52-6bf0-4781-abe3-b0fc84dea125,PIXIA Corp SOLE_PROP,GetRaised,REG-BRA-002905,,TAX-341399,1996-09-07,18,18,4,CORPORATION,8244,35264438.67,False,,,EXPIRED,2024-03-26,2025-03-26,MEDIUM,False,False,False,2023-01-31,,CORPORATE,True,2023-01-31 00:31:00,2026-06-24 16:17:29
2906,11f3bff0-dd32-4fa7-ad6b-695cd9100256,Votizen CORPORATION,CityScan,REG-DEU-002906,,TAX-827052,2021-09-24,3,3,11,LLC,4842,1955184.48,False,,,EXPIRED,2022-12-10,2023-12-10,MEDIUM,False,False,False,2022-10-30,,CORPORATE,True,2022-10-30 20:25:32,2026-06-24 16:17:29
2907,90e00d41-afc0-440f-aa6e-3e1300461b5f,mHealthCoach SOLE_PROP,"Calcbench, Inc.",REG-FRA-002907,,TAX-209427,1991-02-24,4,4,12,TRUST,9240,49890.77,False,,,EXPIRED,2017-10-20,2018-10-20,LOW,False,False,False,2014-08-10,,CORPORATE,True,2014-08-10 19:34:28,2026-06-24 16:17:29
2916,322f768f-e4ae-4836-81af-488821c3342c,Relationship Science LLC,Civis Analytics,REG-CAN-002916,,TAX-001532,2002-06-28,20,20,6,PARTNERSHIP,9521,4658233.59,False,,,VERIFIED,2026-05-04,2027-05-04,HIGH,False,False,False,2021-12-21,,CORPORATE,True,2021-12-21 19:04:31,2026-06-24 16:17:29
2920,cbc0659a-86c3-4ef5-bed3-663576fb8087,Scale Unlimited CORPORATION,ASC Partners,REG-AUS-002920,,TAX-317193,2009-11-17,19,19,6,LLC,3835,507775.77,False,,,REJECTED,2022-04-16,2023-04-16,MEDIUM,False,False,False,2020-09-27,,INSTITUTIONAL,True,2020-09-27 22:17:50,2026-06-24 16:17:29
2921,c3a22faa-98bf-4d37-8f4e-bb83cacbc2b1,Aidin PARTNERSHIP,Accela,REG-JPN-002921,,TAX-021032,1991-07-04,5,5,8,LLC,5740,10293822.01,False,,,REJECTED,2026-04-04,2027-04-04,LOW,False,False,False,1996-01-19,,INSTITUTIONAL,True,1996-01-19 16:49:23,2026-06-24 16:17:29
2922,613266a6-9da3-4dec-b4aa-74a90f8254f8,Amida Technology Solutions CORPORATION,"Junar, Inc.",REG-SGP-002922,,TAX-087832,1997-02-01,6,6,14,FOUNDATION,3369,484274.14,False,,,PENDING,2011-06-11,2012-06-11,LOW,False,False,False,2008-01-21,,SME,True,2008-01-21 07:10:08,2026-06-24 16:17:29
2923,b2c9711e-1b59-47df-8477-f8b431eaa2ca,Cambridge Information Group CORPORATION,DataWeave,REG-DEU-002923,,TAX-692161,2005-12-05,3,3,13,CORPORATION,7199,580953.87,False,,,PENDING,2023-09-22,2024-09-22,LOW,False,False,False,2018-07-29,,SME,True,2018-07-29 08:29:31,2026-06-24 16:17:29
2924,8efb174b-e2bc-4543-8a33-594dde9f2af2,IMS Health LLC,Legal Science Partners,REG-JPN-002924,,TAX-527307,2022-06-27,5,5,9,CORPORATION,189,253592.91,False,,,PENDING,2026-04-06,2027-04-06,LOW,False,False,False,2025-10-20,,SME,True,2025-10-20 04:02:30,2026-06-24 16:17:29
2925,7a7b20d6-d4ee-4501-8eee-6ae4b859317f,Equal Pay for Women LLC,Onvia,REG-NLD-002925,,TAX-906540,2002-04-20,21,21,9,CORPORATION,95,893831.7,False,,,EXPIRED,2024-05-02,2025-05-02,LOW,False,False,False,2018-07-13,,CORPORATE,True,2018-07-13 09:12:46,2026-06-24 16:17:29
2926,9fa6f719-9642-4629-838f-71fad2e10d78,Be Informed LLC,InnoCentive,REG-DEU-002926,,TAX-809872,2012-05-26,3,3,9,LLC,516,9730624.02,False,,,EXPIRED,2026-02-27,2027-02-27,MEDIUM,False,False,False,2025-08-10,,CORPORATE,True,2025-08-10 04:35:10,2026-06-24 16:17:29
2927,7684c8e4-2934-4364-8328-ad57f7bbea1a,DataWeave LLC,Code-N,REG-JPN-002927,,TAX-361112,2002-11-17,5,5,5,LLC,6833,3783473.68,False,,,EXPIRED,2024-04-09,2025-04-09,LOW,False,False,True,2014-12-23,,CORPORATE,True,2014-12-23 22:31:25,2026-06-24 16:17:29
2940,81d4330f-4bdd-415d-96ce-af037fad2860,Genability CORPORATION,Arrive Labs,REG-CHN-002940,,TAX-182360,2009-04-15,16,16,16,PARTNERSHIP,6071,320499.33,False,,,REJECTED,2022-08-04,2023-08-04,LOW,False,False,True,2021-09-25,,INSTITUTIONAL,True,2021-09-25 06:37:00,2026-06-24 16:17:29
2941,4aaef8bf-c987-4684-a626-636c6eeae321,Amida Technology Solutions PARTNERSHIP,Canon,REG-SGP-002941,,TAX-058096,2008-02-03,6,6,2,CORPORATION,2622,333955.79,False,,,REJECTED,2017-06-08,2018-06-08,LOW,True,False,False,2010-12-25,,INSTITUTIONAL,True,2010-12-25 04:22:22,2026-06-24 16:17:29
2942,3a9a4d6b-c1b2-4eee-9fea-d8bf27ddd5cf,Paxata LLC,Optensity,REG-JPN-002942,,TAX-579759,2001-04-03,5,5,6,CORPORATION,5280,116022.13,False,,,PENDING,2014-12-28,2015-12-28,MEDIUM,False,False,False,2005-09-08,,SME,True,2005-09-08 09:35:33,2026-06-24 16:17:29
2943,bcec9db5-b7e4-4c87-bec5-eff8ce7bf2b7,Knowledge Agency CORPORATION,Ayasdi,REG-VGB-002943,,TAX-243811,1992-11-23,10,10,7,LLC,4633,4411432.73,False,,,PENDING,2007-04-30,2008-04-30,MEDIUM,False,False,False,1996-11-10,,SME,True,1996-11-10 17:48:39,2026-06-24 16:17:29
2944,2e2e56c5-afad-4473-8ad0-2c98e8d1d710,Owler CORPORATION,Code-N,REG-NLD-002944,,TAX-914838,2012-01-07,21,21,5,CORPORATION,3449,32566464.77,False,,,PENDING,2019-10-30,2020-10-30,LOW,False,False,False,2015-01-03,,SME,True,2015-01-03 05:25:06,2026-06-24 16:17:29
2945,81d47661-b9d2-426b-abf4-1812fafea7cb,Intermap Technologies PARTNERSHIP,DataMade,REG-DEU-002945,,TAX-457186,2010-07-30,3,3,15,PARTNERSHIP,3626,196012.24,False,,,EXPIRED,2023-05-04,2024-05-04,LOW,False,False,False,2016-09-21,,CORPORATE,True,2016-09-21 08:22:54,2026-06-24 16:17:29
2946,0938ed0b-30c6-4d4c-a415-4bb44209bc21,Equal Pay for Women LLC,Government Transaction Services,REG-DEU-002946,,TAX-814468,2022-04-17,3,3,4,CORPORATION,1025,13703054.02,False,,,EXPIRED,2025-11-12,2026-11-12,HIGH,False,False,True,2024-04-09,,CORPORATE,True,2024-04-09 11:59:54,2026-06-24 16:17:29
2947,f80ab498-3dc4-41a0-a878-2b59612a8e9a,Trintech CORPORATION,Suddath,REG-IND-002947,,TAX-802640,2010-10-03,17,17,12,CORPORATION,6867,129643.77,False,,,EXPIRED,2022-02-28,2023-02-28,LOW,False,False,False,2016-07-09,,CORPORATE,True,2016-07-09 10:22:07,2026-06-24 16:17:29
2948,8bd4cb7f-df3a-4e72-b857-f4e63b4c015a,PricewaterhouseCoopers (PWC) CORPORATION,PricewaterhouseCoopers (PWC),REG-AUS-002948,,TAX-904602,2013-07-28,19,19,5,CORPORATION,7556,224145.67,False,,,VERIFIED,2025-12-15,2026-12-15,LOW,False,False,False,2024-03-20,,CORPORATE,True,2024-03-20 15:52:45,2026-06-24 16:17:29
2949,9966f4c2-e2d3-4d45-9c1a-50b793ee1b91,Everyday Health SOLE_PROP,Poncho App,REG-SGP-002949,,TAX-777016,2018-11-02,6,6,11,CORPORATION,6390,959006.7,False,,,VERIFIED,2025-12-31,2026-12-31,MEDIUM,False,False,False,2025-04-22,,CORPORATE,True,2025-04-22 06:33:20,2026-06-24 16:17:29
2954,2f38eca3-ac3a-419b-97e2-de1cad5420f3,Factset CORPORATION,realtor.com,REG-JPN-002954,,TAX-346666,2023-08-03,5,5,12,PARTNERSHIP,7259,38276569.88,False,,,VERIFIED,2026-01-06,2027-01-06,LOW,False,False,False,2025-06-27,,SME,True,2025-06-27 12:18:55,2026-06-24 16:17:29
2960,0362a42a-d2c7-4a5c-9f2f-06d44e954de4,Zillow CORPORATION,Embark,REG-GBR-002960,,TAX-445445,2001-10-12,2,2,13,CORPORATION,2697,16903894.12,False,,,REJECTED,2024-01-06,2025-01-06,LOW,False,False,False,2016-05-20,,INSTITUTIONAL,True,2016-05-20 08:43:52,2026-06-24 16:17:29
2961,a86127a2-ef25-4a93-bad8-419d0f2a02b2,Spokeo TRUST,karmadata,REG-CHN-002961,,TAX-729680,2017-11-05,16,16,5,LLC,7418,13787186.27,False,,,REJECTED,2026-06-14,2027-06-14,LOW,False,False,False,2026-01-03,,INSTITUTIONAL,True,2026-01-03 19:29:15,2026-06-24 16:17:29
2962,f37efd9a-f654-4989-b157-954493c8fa4f,"KidAdmit, Inc. LLC",Rand McNally,REG-USA-002962,,TAX-093360,1996-04-25,1,1,11,SOLE_PROP,5070,1281938.98,False,,,PENDING,2025-06-14,2026-06-14,LOW,False,False,False,2016-08-06,,SME,True,2016-08-06 07:42:57,2026-06-24 16:17:29
2963,4a0bd6f9-9bbe-4203-807f-d7238cc0ec76,JJ Keller CORPORATION,"Graematter, Inc.",REG-SGP-002963,,TAX-327971,2016-05-18,6,6,10,LLC,1578,379111.7,False,,,PENDING,2019-12-19,2020-12-19,MEDIUM,False,False,False,2019-12-05,,SME,True,2019-12-05 11:35:05,2026-06-24 16:17:29
2964,3b963d71-d10f-4e77-b999-f7b396510f1f,Remi LLC,EMC,REG-AUS-002964,,TAX-605961,1997-12-11,19,19,4,SOLE_PROP,8876,85119.95,False,,,PENDING,2024-08-17,2025-08-17,LOW,False,False,False,2021-09-23,,SME,True,2021-09-23 14:47:43,2026-06-24 16:17:29
2965,995ea895-8356-45f3-bdd4-4ecc76589ce5,Thomson Reuters CORPORATION,OpenCounter,REG-CAN-002965,,TAX-217128,1993-02-09,20,20,11,CORPORATION,3319,423758.86,False,,,EXPIRED,2011-03-10,2012-03-10,HIGH,False,False,False,2008-10-30,,CORPORATE,True,2008-10-30 22:58:26,2026-06-24 16:17:29
2966,14121f76-c33c-4680-b10c-7c808796e3f4,Energy Solutions Forum PARTNERSHIP,Biovia,REG-USA-002966,,TAX-687146,2014-09-27,1,1,2,SOLE_PROP,4857,18806195.56,False,,,EXPIRED,2024-12-10,2025-12-10,HIGH,False,False,False,2019-09-27,,CORPORATE,True,2019-09-27 16:09:00,2026-06-24 16:17:29
2967,8832394f-6895-42aa-9ef6-b6caf6e60c45,iMedicare SOLE_PROP,Knoema,REG-AUS-002967,,TAX-217850,2021-11-24,19,19,15,CORPORATION,4912,599823.7,False,,,EXPIRED,2024-10-03,2025-10-03,MEDIUM,True,False,False,2023-06-04,,CORPORATE,True,2023-06-04 21:56:22,2026-06-24 16:17:29
2974,553c6725-804c-4961-8707-a3eec39ef9d7,Evidera CORPORATION,Cloudmade,REG-LUX-002974,,TAX-735080,2011-11-05,22,22,7,PARTNERSHIP,9375,3197229.85,False,,,VERIFIED,2026-02-22,2027-02-22,MEDIUM,False,False,False,2026-02-17,,SME,True,2026-02-17 14:23:35,2026-06-24 16:17:29
2975,f016ee65-8c0e-4224-a596-c8d907af7cb9,Thinknum CORPORATION,Code-N,REG-CHN-002975,,TAX-705672,2023-05-22,16,16,11,FOUNDATION,2742,1342022.36,False,,,VERIFIED,2025-08-01,2026-08-01,LOW,False,False,False,2024-12-24,,CORPORATE,True,2024-12-24 08:06:24,2026-06-24 16:17:29
2980,49c2289c-c5a6-4cba-b83c-26180bfa8a53,Kroll Bond Ratings Agency FOUNDATION,HopStop,REG-DEU-002980,,TAX-896809,1998-06-01,3,3,11,LLC,708,168026.62,False,,,REJECTED,2026-01-18,2027-01-18,LOW,False,False,False,2024-05-03,,INSTITUTIONAL,True,2024-05-03 07:21:00,2026-06-24 16:17:29
2981,8f377ad1-fed7-4551-8ba9-0b487a4c6880,Splunk SOLE_PROP,Thinknum,REG-IND-002981,,TAX-246502,2003-10-04,17,17,3,SOLE_PROP,8773,175476.33,False,,,REJECTED,2025-04-03,2026-04-03,HIGH,False,False,False,2014-06-11,,INSTITUTIONAL,True,2014-06-11 20:37:14,2026-06-24 16:17:29
2982,3a950429-0ee5-4dfa-977e-7d2515800eb1,KPMG LLC,CitySourced,REG-NLD-002982,,TAX-586513,2006-05-06,21,21,1,SOLE_PROP,8155,299907.41,False,,,PENDING,2024-09-23,2025-09-23,LOW,False,False,False,2020-11-21,,SME,True,2020-11-21 01:31:27,2026-06-24 16:17:29
2983,8dc7653b-2c2e-425f-a64a-aee09381f1e4,Cambridge Information Group CORPORATION,Boston Consulting Group,REG-AUS-002983,,TAX-744018,2014-07-27,19,19,9,PARTNERSHIP,2897,5321114.85,False,,,PENDING,2024-02-11,2025-02-11,MEDIUM,False,False,False,2018-08-06,,SME,True,2018-08-06 17:20:27,2026-06-24 16:17:29
2984,e1346cf6-8156-4442-9fb1-31d4357f7de1,Vimo LLC,indoo.rs,REG-GBR-002984,,TAX-121608,2019-09-16,2,2,1,FOUNDATION,9599,1071335.16,False,,,PENDING,2025-02-05,2026-02-05,HIGH,False,False,False,2024-02-15,,SME,True,2024-02-15 16:58:54,2026-06-24 16:17:29
2985,6288b6f9-7820-4546-bc80-e11f624c4f09,StockSmart PARTNERSHIP,MuckRock.com,REG-GBR-002985,,TAX-389200,2017-03-11,2,2,13,CORPORATION,4486,5844994.45,False,,,EXPIRED,2024-06-07,2025-06-07,MEDIUM,False,False,False,2017-12-21,,CORPORATE,True,2017-12-21 00:39:41,2026-06-24 16:17:29
2986,472e06f3-a5d6-46dc-b035-4dea1ac47ef6,CoreLogic PARTNERSHIP,TopCoder,REG-MYS-002986,,TAX-366243,2010-07-16,23,23,12,CORPORATION,5145,219198.24,False,,,EXPIRED,2025-05-13,2026-05-13,LOW,False,False,False,2016-02-07,,CORPORATE,True,2016-02-07 23:56:49,2026-06-24 16:17:29
2987,6ca5469d-013a-491b-aa8f-f774b14d3a5e,Remi LLC,Careset.com,REG-LUX-002987,,TAX-018915,2019-07-01,22,22,16,CORPORATION,6823,1558200.98,False,,,EXPIRED,2021-08-02,2022-08-02,MEDIUM,False,False,False,2020-05-06,,CORPORATE,True,2020-05-06 20:18:42,2026-06-24 16:17:29
2994,36f446e7-90eb-4549-8fac-d704b9359d28,McKinsey CORPORATION,Azavea,REG-CAN-002994,,TAX-504782,2022-07-12,20,20,3,CORPORATION,4717,5762816.29,False,,,VERIFIED,2026-04-09,2027-04-09,MEDIUM,False,False,False,2024-02-16,,SME,True,2024-02-16 22:03:14,2026-06-24 16:17:29
